ID,T1,Year,Sensations,Manipulations,Stimuli,Grounding Methods,Stimulating Methods,Source to Mechanical Mechanism,Simple to Complex Mechanism,web,Meeting name,TITLE
117,huppert2021guidecopter,2021,Abstracted,NA,Force/movements across joints,Moving-off-body,Worn,Existing devices,NA,https://science.sciencemag.org/content/365/6449/145,Science,"GuideCopter - A Precise Drone-Based Haptic Guidance Interface,for Blind or Visually Impaired People"
118,zhao2020wearable,2020,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Electrostatic Mechs,Spatial distribution of simple actuators,https://onlinelibrary.wiley.com/doi/abs/10.1002/adfm.201500673,Advanced Functional Materials,"A Wearable Soft Haptic Communicator Based on Dielectric Elastomer Actuators

Source: SOFT ROBOTICS 0: 1

Date: 2020 

Document Type: Journal :  

DOI: 10.1089/soro.2019.0113

Language:  

LCR: 1   CR: 21   LCS: 0   GCS: 2   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: soft wearable robot; dielectric elastomer actuator; haptic display

KeyWords Plus:  

Abstract: Dielectric elastomer actuators exhibit an unusual combination of large displacements, moderate bandwidth, low power consumption, and mechanical impedance comparable with human skin, making them attractive for haptic devices. In this article, we propose a wearable haptic communication device based on a two-by-two array of dielectric elastomer linear actuators. We briefly describe the architecture of the actuators and their mechanical and electrical integration into a wearable armband. We then characterize the actuators force, displacement, and thermal properties in a bench-top configuration. We also report on the power and drive circuit design. Finally, we perform a set of preliminary perception evaluations on participants using our haptic device, including detection threshold tests and identification tests for locations and directions on the forearm. Human testing with individual actuators demonstrates that the broadband actuation can be easily perceived on the forearm, providing the basis for both the development of a wearable actuator array and its use in more extensive perception evaluation as described herein.


Cited References: 
"
119,roy2017electroionic,2017,NA,NA,Partial proximate objects,NA,NA,Electrostatic Mechs,NA,http://dx.doi.org/10.1039/C5SM00707K,Soft Matter,"Electroionic Antagonistic Muscles Based on Nitrogen-Doped Carbons Derived from Poly(Triazine-Triptycene)

Source: ADVANCED SCIENCE 4: 1

Date: 2017 

Document Type: Journal :  

DOI: 10.1002/advs.201700410

Language:  

LCR: 0   CR: 33   LCS: 0   GCS: 16   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: actuator; artificial muscle; covalent organic framework; hierarchically porous nitrogen doped carbon; specific capacitance

KeyWords Plus:  

Abstract: Electroactive soft actuators and bioinspired artificial muscles have received burgeoning interest as essential components in future electronic devices such as soft haptic-feedback systems, human-friendly wearable electronics, and active biomedical devices. However, important challenging issues including fast response time, ultralow input power, robust operation in harsh environments, high-resolution controllability, and cost-effectiveness remain to be resolved for more practical applications. Here, an electroionic antagonistic artificial muscle is reported based on hierarchically porous nitrogen-doped carbon (HPNC) electrodes derived from a microporous poly(triazine-triptycene) organic framework (PtztpOF). The HPNC, which exhibits hierarchically micro-and mesoporous structures, high specific capacitance of 330 F g(-1) in aqueous solution, large specific surface area of 830.46 m(2) g(-1), and graphitic nitrogen doping, offers high electrical conductivity of 0.073 MS m(-1) and outstanding volumetric capacitance of 10.4 MF m(-3). Furthermore, it is demonstrated that a novel electroionic antagonistic muscle based on HPNC electrodes successfully displays extremely reliable and large bending deformations and long-term durability under ultralow input voltages. Therefore, microporous polymer or covalent organic frameworks can be applied to provide significant improvements in electroactive artificial muscles, which can play key roles as technological advances toward bioinspired actuating devices required for next-generation soft and wearable electronics.


Cited References: 
"
120,kanik2019strain,2019,NA,NA,Partial proximate objects,NA,NA,NA,NA,https://www.sciencedirect.com/science/article/pii/S0924424718318636?casa_token=XkzhAeOSLrkAAAAA:BHdT8v0tq5FpwK4rHW64el4U3nDTA_oPZlIMmfOPp0LwesJZ_ZlkdAalix-SXl1y9PGBWi7z_Zx5 ,Sensors and Actuators A: Physical,"Strain-programmable fiber-based artificial muscle
By:Kanik, M (Kanik, Mehmet)[ 1,2 ] ; Orguc, S (Orguc, Sirma)[ 3 ] ; Varnavides, G (Varnavides, Georgios)[ 1,2,4 ] ; Kim, J (Kim, Jinwoo)[ 2 ] ; Benavides, T (Benavides, Thomas)[ 3 ] ; Gonzalez, D (Gonzalez, Dani)[ 5 ] ; Akintilo, T (Akintilo, Timothy)[ 6 ] ; Tasan, CC (Tasan, C. Cem)[ 2 ] ; Chandrakasan, AP (Chandrakasan, Anantha P.)[ 3 ] ; Fink, Y (Fink, Yoel)[ 1,2 ] ...More

SCIENCE

Volume: 365 Issue: 6449 Pages: 145-+
DOI: 10.1126/science.aaw2502

Published:JUL 12 2019

Document Type:Article

View Journal Impact

Abstract
Artificial muscles may accelerate the development of robotics, haptics, and prosthetics. Although advances in polymer-based actuators have delivered unprecedented strengths, producing these devices at scale with tunable dimensions remains a challenge. We applied a high-throughput iterative fiber-drawing technique to create strain-programmable artificial muscles with dimensions spanning three orders of magnitude. These fiber-based actuators are thermally and optically controllable, can lift more than 650 times their own weight, and withstand strains of >1000%. Integration of conductive nanowire meshes within these fiber-based muscles offers piezoresistive strain feedback and demonstrates long-term resilience across >10(5) deformation cycles. The scalable dimensions of these fiber-based actuators and their strength and responsiveness may extend their impact from engineering fields to biomedical applications."
121,kim2015high,2015,NA,NA,Partial proximate objects,NA,NA,Electrostatic Mechs,NA,https://onlinelibrary.wiley.com/doi/abs/10.1002/admt.201700102,Advanced Materials Technologies,"High-Fidelity Bioelectronic Muscular Actuator Based on Graphene-Mediated and TEMPO-Oxidized Bacterial Cellulose
By:Kim, SS (Kim, Si-Seup)[ 1 ] ; Jeon, JH (Jeon, Jin-Han)[ 2,3 ] ; Kim, HI (Kim, Hyun-Il)[ 1 ] ; Kee, CD (Kee, Chang Doo)[ 1 ] ; Oh, IK (Oh, Il-Kwon)[ 2,3 ]

View Web of Science ResearcherID and ORCID
ADVANCED FUNCTIONAL MATERIALS

Volume: 25 Issue: 23 Pages: 3560-3570
DOI: 10.1002/adfm.201500673

Published:JUN 17 2015

Document Type:Article

View Journal Impact

Abstract
High-performance electoactive artificial muscles with biofriendly, biodegradable, and biocompatible functionalities have attracted enormous attention in the era of human friendly electronic devices such as wearable electronics, soft haptic devices, and implantable or disposal biomedical devices. Here, a high-fidelity bioelectronic soft actuator is reported based on biofriendly 2,2,6,6-tetramethylpiperidine-1-oxyl radical-oxidized bacterial cellulose (TOBC), chemically modified graphene, and ionic liquid [EMIM][BF4] as plasticizer, thereby realizing large deformable, faster, biodegradable, air working, and highly durable TOBC-IL-G muscular actuator. Especially, the TOBC-IL-G(0.10 wt%) membrane shows a dramatic increment of the ionic conductivity up to 120%, of specific capacitance up to 95%, of tensile modulus up to 63%, and of tensile strength up to 60%, for TOBC-IL, resulting in 2.3 times larger bending deformation without serious back-relaxation phenomena. The developed high-performance and durable bioelectronic muscular actuator can be a promising candidate for satisfying the tight requirements of human-related bioengineering as well as biomimetic robotics and biomedical active devices.

Keywords
Author Keywords:bacterial cellulose; bioelectronic; graphene; muscular actuator; PEDOT:PSS

KeyWords Plus:COMPOSITE ACTUATORS; NANOFIBERS; MEMBRANE; GREEN; PAPER"
122,wang2016soft,2016,NA,NA,Force/deformations on the skin,NA,NA,Electrostatic Mechs,NA,https://iopscience.iop.org/article/10.1088/1361-665X/aa860d/pdf?casa_token=S0VXV4jH1XEAAAAA:zTqo8iZ4nWDq0q7iWnyE-lKScPdtqDuCKUfOiLjc5Id15NiMA46e5rwdChpM44OJ1nsgiXF38hWihjVuYpJF4Q,Smart Materials and Structures,"A soft biomolecule actuator based on a highly functionalized bacterial cellulose nano-fiber network with carboxylic acid groups
By:Wang, F (Wang, Fan)[ 1 ] ; Jeon, JH (Jeon, Jin-Han)[ 2 ] ; Park, S (Park, Sukho)[ 1 ] ; Kee, CD (Kee, Chang-Doo)[ 1 ] ; Kim, SJ (Kim, Seong-Jun)[ 3 ] ; Oh, IK (Oh, Il-Kwon)[ 2 ]

View Web of Science ResearcherID and ORCID
SOFT MATTER

Volume: 12 Issue: 1 Pages: 246-254
DOI: 10.1039/c5sm00707k

Published:2016

Document Type:Article

View Journal Impact

Abstract
Upcoming human-related applications such as soft wearable electronics, flexible haptic systems, and active bio-medical devices will require bio-friendly actuating materials. Here, we report a soft biomolecule actuator based on carboxylated bacterial cellulose (CBC), ionic liquid (IL), and poly (3,4-ethylenedioxythiophene)-poly(styrenesulfonate) (PEDOT:PSS) electrodes. Soft and biocompatible polymer-IL composites were prepared via doping of CBC with ILs. The highly conductive PEDOT: PSS layers were deposited on both sides of the CBC-IL membranes by a dip-coating technique to yield a sandwiched actuator system. Ionic conductivity and ionic exchange capacity of the CBC membrane can be increased up to 22.8 times and 1.5 times compared with pristine bacterial cellulose (BC), respectively, resulting in 8 times large bending deformation than the pure BC actuators with metallic electrodes in an open air environment. The developed CBC-IL actuators show significant progress in the development of biocompatible and soft actuating materials with quick response, low operating voltage and comparatively large bending deformation."
123,carpenter2019healable,2019,NA,NA,Force/movements across joints,Grounding-on-multiple-body-parts,Worn,Phase transformation materials,NA,https://ieeexplore.ieee.org/document/7177691,IEEE WHC,#NAME?
124,besse2017flexible,2017,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Shape memory materials,Spatial distribution of simple actuators,https://doi.org/10.1145/3173574.3174000,ACM CHI,"Flexible Active Skin: Large Reconfigurable Arrays of Individually Addressed Shape Memory Polymer Actuators

Source: ADVANCED MATERIALS TECHNOLOGIES 2: 1

Date: 2017 

Document Type: Journal :  

DOI: 10.1002/admt.201700102

Language:  

LCR: 0   CR: 26   LCS: 0   GCS: 23   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: flexible actuators; flexible haptic display; shape memory polymers; soft robotics

KeyWords Plus:  

Abstract: A high-resolution flexible active skin with a matrix of 32 x 24 individually addressable tactile pixels on a 4 mm pitch is reported, based on shape memory polymer (SMP) actuators. The intrinsic multistable nature of SMPs, and their more than 100-fold variation in stiffness over a narrow temperature range, enables dense arrays of actuators exhibiting simultaneously large strokes and high holding forces. The control challenge of addressing a very large number of soft actuators is solved by patterning an array of miniature stretchable heaters on a thin SMP membrane, so that one single pneumatic supply is sufficient to rapidly and selectively reconfigure any or all elements. The device consists of a 40 mu m thick SMP layer, on which 32 x 24 stretchable heaters are integrated, interconnected by a flexible printed circuit board, and bonded to a stretchable 3D-printed pneumatic chamber. Each taxel can be individually controlled via row/column addressing, and requires 2.5 s to latch to a different state. The active skin weighs only 55 g and is 2 mm thick. More than 99% of the 768 taxels are fully functional, with a lifetime in excess of 20 000 cycles. This architecture enables applications in haptic displays, active camouflage, biomimetic robots, microfluidics, and new human machine interfaces. 
"
125,hwang2017design,2017,NA,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Shape memory materials,NA,https://www.sciencedirect.com/science/article/abs/pii/S0957415818300072,Mechatronics,"On the design of a miniature haptic ring for cutaneous force feedback using shape memory alloy actuators

Source: SMART MATERIALS AND STRUCTURES 26: 1

Date: 2017 

Document Type: Journal :  

DOI: 10.1088/1361-665X/aa860d

Language:  

LCR: 0   CR: 14   LCS: 0   GCS: 6   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: shape memory alloy actuator; haptic interfaces; wearable devices

KeyWords Plus:  

Abstract: This paper proposes a miniature haptic ring that can display touch/pressure and shearing force to the users fingerpad. For practical use and wider application of the device, it is developed with the aim of achieving high wearability and mobility/portability as well as cutaneous force feedback functionality. A main body of the device is designed as a ring-shaped lightweight structure with a simple driving mechanism, and thin shape memory alloy (SMA) wires having high energy density are applied as actuating elements. Also, based on a band-type wireless control unit including a wireless data communication module, the whole device could be realized as a wearable mobile haptic device system. These features enable the device to take diverse advantages on functional performances and to provide users with significant usability. In this work, the proposed miniature haptic ring is systematically designed, and its working performances are experimentally evaluated with a fabricated functional prototype. The experimental results obviously demonstrate that the proposed device exhibits higher force-toweight ratio than conventional finger-wearable haptic devices for cutaneous force feedback. Also, it is investigated that operational performances of the device are strongly influenced by electro-thermomechanical behaviors of the SMA actuator. In addition to the experiments for performance evaluation, we conduct a preliminary user test to assess practical feasibility and usability based on users qualitative feedback.


Cited References: 
"
126,shultz2015surface,2015,NA,NA,Whole proximate objects,NA,NA,Electrostatic Mechs,NA,https://ieeexplore.ieee.org/document/7101278,IEEE/ASME Transactions on Mechatronics,"Surface Haptics via Electroadhesion: Expanding Electrovibration with Johnsen and Rahbek

Source: 2015 IEEE WORLD HAPTICS CONFERENCE (WHC) 20: 57-62

Date: 2015 

Document Type: Journal :  

DOI:  

Language:  

LCR: 0   CR: 8   LCS: 0   GCS: 37   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords:  

KeyWords Plus:  

Abstract: This work aims to demonstrate and explain a nearly century old electrostatic haptic effect in human fingertips, which has since gone unreported. This effect, based on the original work of Johnsen and Rahbek [1], as well as research on electrostatic chucking devices [2], is capable of producing electrostatic forces on the finger an order of magnitude greater than those previously reported in literature. It is also capable of working with DC excitation, an aspect which stands out against previous reports which utilize purely AC excitation. This work also proposes a unified force model for this effect, drawn from electrostatic chuck research, and resolves this model with those in previous reports. We briefly discuss the background and specifics of the Johnsen-Rahbek effect, and include measurements made with our own electroadhesive surface and experimental apparatus. Finally, we discuss how this model fits in with previous observations, and its implications going forward.

"
127,gong2018jetto,2018,Abstracted,NA,Force/deformations on the skin,Grounding-on-one-body-part,Worn,Existing devices,NA,https://ieeexplore.ieee.org/document/7318573,IEEE Engineering in Medicine and Biology Society,Jetto: Using Lateral Force Feedback for Smartwatch Interactions
128,pinskier2018development,2018,NA,NA,Force/movements across joints,Grounding-off-body,Grasped,Piezoelectric actuators,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/2858036.2858104,ACM CHI,"Development of a 4-DOF haptic micromanipulator utilizing a hybrid parallel-serial flexure mechanism

Source: MECHATRONICS 50: 55-68

Date: 2018 

Document Type: Journal :  

DOI: 10.1016/j.mechatronics.2018.01.007

Language:  

LCR: 1   CR: 30   LCS: 0   GCS: 20   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Micromanipulation; Microteleoperation; Flexure-mechanisms;Haptic-coupling

KeyWords Plus:  

Abstract: In the field of micromanipulation, there exists a pressing need for flexible manipulation systems that facilitate the intuitive performance of a range of micro-scale tasks. Parallel or serial chains of compliant flexure mechanisms, driven by piezoelectric actuators (PEAS) are ideal microposidoners for these tasks. They offer smooth, continuous motion with subnanometric accuracy. However, cross-coupling and assembly errors limit their tracking precision when multiple degrees of freedom (DOFs) are used, and current manufacturing techniques limit mechanisms to planar designs. This paper presents a methodology which enables a human operator to precisely control the motion of a multi-DOF piezo-actuated flexure mechanism with haptic feedback. An experimental master-slave manipulator is investigated, consisting of a 4-DOF hybrid parallel-serial slave mechanism. Internal sensors and kinematic information enable the estimation of slave position and orientation. From this, a bilateral haptic controller has been developed to compensate for coupling and assembly errors, and PEA hysteresis nonlinearities present in the slave mechanism. Master mechanism inverse dynamics control is implemented to offset master mechanism inertia, whilst passivity control guarantees stability. Experimental analysis demonstrates precisions of approximately 30 nm can be achieved during low speed interactions, with intuitive environmental force feedback. With appropriate choice of end-effector, the system could be used for tasks such as the assembly of microelectromechanical systems (MEMS). 
"
129,najmaei2015design,2016,NA,NA,Force/movements across joints,Grounding-off-body,Grasped,Rheological materials,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/2858036.2858104,ACM CHI,"Design and Performance Evaluation of a Prototype MRF-Based Haptic Interface for Medical Applications

Source: IEEE-ASME TRANSACTIONS ON MECHATRONICS 21: 110-121

Date: 2016 

Document Type: Journal :  

DOI: 10.1109/TMECH.2015.2429140

Language:  

LCR: 1   CR: 24   LCS: 0   GCS: 19   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Haptics and haptic interfaces; magneto-rheological fluids; medical robotics; new actuators for robotics; smart actuators

KeyWords Plus:  

Abstract: This paper describes the construction and stability and transparency evaluation of a prototype two degrees-of-freedom (DoF) haptic interface, which takes advantage of magneto-rheological fluid (MRF)-based clutches for actuation. These small-scale clutches were designed in our lab, and their evaluation were reported previously [1], [2]. MRF-based actuators exhibit superior characteristics, which can significantly contribute to transparency and stability of haptic devices. Based on these actuators, a distributed antagonistic configuration is used to develop the 2-DoF haptic interface. This device is incorporated in a master-slave teleoperation setup intended for medical percutaneous interventions and soft-tissue palpation. Preliminary studies on the stability and transparency of the haptic interface in this setup using phantom and ex vivo samples show the great potential of MRF-based actuators for integration in haptic devices that require reliable, safe, accurate, highly transparent, and stable force reflection. 
"
130,rizzo2015displaying,2015,NA,NA,Partial proximate objects,NA,NA,Rheological materials,NA,https://doi.org/10.1145/3025453.3025812,ACM CHI,"Displaying Shape Haptically Using MRF-based Device

Source: 2015 37TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC) 0: 1164-1167

Date: 2015 

Document Type: Journal :  

DOI:  

Language:  

LCR: 0   CR: 14   LCS: 0   GCS: 2   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords:  

KeyWords Plus:  

Abstract: Smart materials such as magnetorheological fluids (MRF) offer an interesting medium to present viscoelastic cues in haptic displays as changes in the magnetic field are rapid, reversible and controllable. These interfaces have been evaluated in a number of medical and surgical simulators where they can provide cues regarding the viscoelastic properties of tissues. The present experiment determined whether eight different shapes could be identified reliably with a MRF haptic display and compared the information transfer (IT) associated with this type of display with that achieved by other forms of haptic communication. The overall performance of participants at identifying the shapes was good with a mean score of 70% correct and an IT of 2.13 bits. This type of display shows promise as a training tool for simulating tissue properties. 
"
131,nakagaki2016materiable,2016,Shape,NA,Partial proximate objects,Grounding-off-body,Encountered,Material-flexibility-based Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/2858036.2858544,ACM CHI,"Materiable: Rendering Dynamic Material Properties in Response to Direct Physical Touch with Shape Changing Interfaces
By:Nakagaki, K (Nakagaki, Ken)[ 1 ] ; Vink, L (Vink, Luke)[ 1 ] ; Counts, J (Counts, Jared)[ 1 ] ; Windham, D (Windham, Daniel)[ 1 ] ; Leithinger, D (Leithinger, Daniel)[ 1 ] ; Follmer, S (Follmer, Sean)[ 1 ] ; Ishii, H (Ishii, Hiroshi)[ 1 ]

34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016

Book Group Author(s):ACM

Pages: 2764-2772
DOI: 10.1145/2858036.2858104

Published:2016

Document Type:Proceedings Paper

Conference
Conference: 34th Annual CHI Conference on Human Factors in Computing Systems (CHI4GOOD)

Location: San Jose, CA

Date: MAY 07-12, 2016

Sponsor(s):Assoc Comp Machinery; SIG CHI

Abstract
Shape changing interfaces give physical shapes to digital data so that users can feel and manipulate data with their hands and bodies. However, physical objects in our daily life not only have shape but also various material properties. In this paper, we propose an interaction technique to represent material properties using shape changing interfaces. Specifically, by integrating the multi-modal sensation techniques of haptics, our approach builds a perceptive model for the properties of deformable materials in response to direct manipulation.

As a proof-of-concept prototype, we developed preliminary physics algorithms running on pin-based shape displays. The system can create computationally variable properties of deformable materials that are visually and physically perceivable. In our experiments, users identify three deformable material properties (flexibility, elasticity and viscosity) through direct touch interaction with the shape display and its dynamic movements. In this paper, we describe interaction techniques, our implementation, future applications and evaluation on how users differentiate between specific properties of our system. Our research shows that shape changing interfaces can go beyond simply displaying shape allowing for rich embodied interaction and perceptions of rendered materials with the hands and body."
131,nakagaki2016materiable,2016,Hardness,NA,Partial proximate objects,Grounding-off-body,Encountered,Material-flexibility-based Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/2839462.2839494,ACM TEI,"Materiable: Rendering Dynamic Material Properties in Response to Direct Physical Touch with Shape Changing Interfaces
By:Nakagaki, K (Nakagaki, Ken)[ 1 ] ; Vink, L (Vink, Luke)[ 1 ] ; Counts, J (Counts, Jared)[ 1 ] ; Windham, D (Windham, Daniel)[ 1 ] ; Leithinger, D (Leithinger, Daniel)[ 1 ] ; Follmer, S (Follmer, Sean)[ 1 ] ; Ishii, H (Ishii, Hiroshi)[ 1 ]

34TH ANNUAL CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, CHI 2016

Book Group Author(s):ACM

Pages: 2764-2772
DOI: 10.1145/2858036.2858104

Published:2016

Document Type:Proceedings Paper

Conference
Conference: 34th Annual CHI Conference on Human Factors in Computing Systems (CHI4GOOD)

Location: San Jose, CA

Date: MAY 07-12, 2016

Sponsor(s):Assoc Comp Machinery; SIG CHI

Abstract
Shape changing interfaces give physical shapes to digital data so that users can feel and manipulate data with their hands and bodies. However, physical objects in our daily life not only have shape but also various material properties. In this paper, we propose an interaction technique to represent material properties using shape changing interfaces. Specifically, by integrating the multi-modal sensation techniques of haptics, our approach builds a perceptive model for the properties of deformable materials in response to direct manipulation.

As a proof-of-concept prototype, we developed preliminary physics algorithms running on pin-based shape displays. The system can create computationally variable properties of deformable materials that are visually and physically perceivable. In our experiments, users identify three deformable material properties (flexibility, elasticity and viscosity) through direct touch interaction with the shape display and its dynamic movements. In this paper, we describe interaction techniques, our implementation, future applications and evaluation on how users differentiate between specific properties of our system. Our research shows that shape changing interfaces can go beyond simply displaying shape allowing for rich embodied interaction and perceptions of rendered materials with the hands and body."
132,strohmeier2017generating,2017,Fine roughness,Lateral motion,Vibration,NA,Encountered,Electromagnetic Mechs,NA,https://ui.adsabs.harvard.edu/abs/2020SMaS...29e5028M/abstract,Smart Materials and Structures,"Generating Haptic Textures with a Vibrotactile Actuator

Source: PROCEEDINGS OF THE 2017 ACM SIGCHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI'17) 0: 4994-5005

Date: 2017 

Document Type: Journal :  

DOI: 10.1145/3025453.3025812

Language:  

LCR: 1   CR: 24   LCS: 1   GCS: 18   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Texture Perception; Haptic Feedback; Magnitude Estimation

KeyWords Plus:  

Abstract: Vibrotactile actuation is typically used to deliver buzzing sensations. But if vibrotactile actuation is tightly coupled to users actions, it can be used to create much richer haptic experiences. It is not well understood, however, how this coupling should be done or which vibrotactile parameters create which experiences. To investigate how actuation parameters relate to haptic experiences, we built a physical slider with minimal native friction, a vibrotactile actuator and an integrated position sensor. By vibrating the slider as it is moved, we create an experience of texture between the sliding element and its track. We conducted a magnitude estimation experiment to map how granularity, amplitude and timbre relate to the experiences of roughness, adhesiveness, sharpness and bumpiness. We found that amplitude influences the strength of the perceived texture, while variations in granularity and timbre create distinct experiences. Our study underlines the importance of action in haptic perception and suggests strategies for deploying such tightly coupled feedback in everyday devices.


Cited References: 
"
133,sahoo2016tablehop,2016,Fine roughness,Lateral motion,Partial proximate objects,Grounding-off-body,Encountered,Electrostatic Mechs,Spatial distribution of simple actuators,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,Nature,TableHop: An Actuated Fabric Display Using Transparent Electrodes
134,strohmeier2016reflex,2016,Force/motion,NA,Whole proximate objects,"Ungrounding (handheld,portable)",Encountered,Electromagnetic Mechs,NA,https://www.nature.com/articles/s41586-019-1687-0?ref=mainstreem-dotcom/,Nature,"ReFlex: A Flexible Smartphone with Active Haptic Feedback for Bend Input

Source: PROCEEDINGS OF THE TENTH ANNIVERSARY CONFERENCE ON TANGIBLE EMBEDDED AND EMBODIED INTERACTION (TEI16) 0: 185-192

Date: 2016 

Document Type: Journal :  

DOI: 10.1145/2839462.2839494

Language:  

LCR: 0   CR: 16   LCS: 1   GCS: 22   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: Flexible Displays; Bend Input; Haptic Feedback; Organic User Interfaces

KeyWords Plus:  

Abstract: ReFlex is a flexible smartphone with bend input and active haptic feedback. ReFlex's features allow the introduction of sensations such as friction or resistance. We report results from an experiment using ReFlex in a targeting task, as well as initial users' reactions to the prototype. We explore both absolute and relative tactile haptic feedback, paired with two types of bend input mappings: position-control and rate-control. We observed that position-controlled cursors paired well with relative bend feedback, while rate-controlled cursors paired well with absolute bend feedback to indicate targets. We also explored an eyes-free condition. Results suggest that while eyes-free, haptic feedback conditions were more error-prone than visual-only conditions, the size of the error was relatively small, and users were able to complete the task in all cases. We present two application scenarios that take advantage of the unique input and output modalities of ReFlex and discuss its potential for within document navigation.

"
135,mazursky2020compact,2020,NA,NA,Force/deformations on the skin,NA,NA,Rheological materials,NA,https://dl.acm.org/doi/10.1145/2207676.2208731,ACM CHI,"A compact and compliant electrorheological actuator for generating a wide range of haptic sensations

Source: SMART MATERIALS AND STRUCTURES 29: 1

Date: 2020 

Document Type: Journal :  

DOI: 10.1088/1361-665X/ab710c

Language:  

LCR: 0   CR: 18   LCS: 0   GCS: 1   OCS: 

Comment:  

Address:  

Reprint:  

E-mail:  

Author Keywords: haptic actuator; electrorheological fluid; kinesthetic feedback; tactile feedback; multimodal feedback

KeyWords Plus:  

Abstract: Robust haptic devices that can convey the entire spectrum of human touch perception are necessary to afford realistic haptic experiences. For vivid and immersive interaction, a combination of both tactile and kinesthetic information must be presented to users. While vibrotactile feedback has become ubiquitous in todays handheld devices, traditional kinesthetic actuators present significant challenges to miniaturization. Moreover, only limited success has been achieved in developing haptic actuators capable of conveying both tactile and kinesthetic sensations for small consumer electronics. Therefore, this study presents a compact actuator based on electrorheological (ER) fluid for generating a wide range of concurrent kinesthetic and tactile feedback. The design focus for the proposed actuator is to activate multiple operating modes of ER fluid to maximize the force generated by the actuator within a given small size constraint. To this end, the design incorporated two ground electrodes (a stationary ring electrode and a movable electrode attached to a spring element) for tuning the fluids yield stress in both flow and squeeze modes. After fabricating a prototype actuator, testing was performed with a dynamic mechanical analyzer (DMA) and an accelerometer to evaluate its ability to produce a wide range of kinesthetic feedback, as well as distinct vibrotactile feedback up to the limit of human perception. The results of kinesthetic testing indicate that the actuator can generate large forces (6.2 N maximum at 4 kV) at rates greater than the just-noticeable difference, indicating that the actuator can convey a wide range of kinesthetic sensations. Tactile evaluation using DMA and the processed acceleration response demonstrated that the actuator can generate both low and high frequency (up to 300 Hz) vibrotactile sensations at perceivably high intensity. 
"
136,mintchev2019portable,2019,NA,NA,Force/movements across joints,"Ungrounding (handheld,portable)",Grasped,Electromagnetic Mechs,Mechanical structures (multiple 1 Dof to a multi-Dof),https://doi.org/10.1145/2984511.2984526,ACM UIST,A portable three-degrees-of-freedom force feedback origami robot for human¨Crobot interactions
137,yu2019skin,2019,NA,NA,Vibration,Grounding-on-one-body-part,Worn,Electromagnetic Mechs,Spatial distribution of simple actuators,https://doi.org/10.1145/2984511.2984527,ACM UIST,Skin-integrated wireless haptic interfaces for virtual and augmented reality
138,badshah2012gyrotab,2012,Abstracted,NA,Force/movements across joints,"Ungrounding (handheld,portable)",Grasped,Existing devices,NA,https://doi.org/10.1145/2984511.2984526,ACM UIST,
